task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	rss	vmem	peak_rss	peak_vmem	rchar	wchar	syscr	syscw	duration	realtime	rss	vmem	peak_rss	peak_vmem	rchar	wchar
2	a5/9c828e	25670	fastqToSsake (2)	COMPLETED	0	2015-05-14 10:44:07.804	18.7s	17s	127.0%	1.3 GB	26 GB	1.3 GB	26.1 GB	198.5 MB	15.5 MB	26466	31910	18711	17008	1369587712	27910385664	1370746880	27976441856	208097822	16213362
8	a6/8e6705	25667	fastqToSsake (8)	COMPLETED	0	2015-05-14 10:44:07.808	28.4s	16.4s	128.0%	1.3 GB	26 GB	1.3 GB	26 GB	197.5 MB	15.8 MB	26345	32615	28352	16380	1370333184	27910385664	1371672576	27911028736	207104366	16582594
1	2c/115096	25669	fastqToSsake (1)	COMPLETED	0	2015-05-14 10:44:07.804	28.4s	15.4s	93.6%	1.3 GB	26 GB	1.3 GB	26.1 GB	192 MB	9.7 MB	25645	20092	28372	15399	1368625152	27910385664	1370271744	27976441856	201367696	10206340
5	7f/4ebe63	25668	fastqToSsake (5)	COMPLETED	0	2015-05-14 10:44:07.805	28.4s	20.4s	116.0%	1.5 GB	26 GB	1.5 GB	26.1 GB	232.1 MB	15 MB	30772	30883	28384	20370	1563402240	27910385664	1563402240	27976441856	243368138	15702878
4	20/b558c3	25672	fastqToSsake (4)	COMPLETED	0	2015-05-14 10:44:07.807	28.4s	21.3s	105.0%	1.5 GB	26 GB	1.5 GB	26.1 GB	249.6 MB	21.4 MB	33018	44266	28394	21275	1611063296	27910385664	1611063296	27976441856	261758115	22481370
6	6e/380101	25673	fastqToSsake (6)	COMPLETED	0	2015-05-14 10:44:07.805	28.4s	18.3s	102.0%	1.5 GB	26 GB	1.5 GB	26.1 GB	230.6 MB	15.7 MB	30584	32286	28408	18342	1561972736	27910385664	1561972736	27976441856	241828140	16412388
16	7f/adb4ca	25664	interleave (8)	COMPLETED	0	2015-05-14 10:44:07.806	38s	25.8s	96.1%	1.1 GB	26.1 GB	1.1 GB	26.2 GB	179.1 MB	41.2 MB	24071	85268	37986	25844	1149898752	28046708736	1149898752	28113842176	187776519	43225262
15	9a/7dc20c	25666	interleave (7)	COMPLETED	0	2015-05-14 10:44:07.803	46s	31.7s	100.0%	1.2 GB	26.1 GB	1.2 GB	26.2 GB	231.4 MB	61.2 MB	30771	126638	45989	31725	1250705408	28046708736	1250705408	28113842176	242668408	64215084
11	c5/39f8c4	25671	interleave (3)	COMPLETED	0	2015-05-14 10:44:07.806	46.2s	33.2s	99.9%	1.2 GB	26.1 GB	1.2 GB	26.1 GB	244.1 MB	62.3 MB	32392	128784	46225	33157	1299156992	28046708736	1299156992	28047073280	255949246	65306594
10	17/f5c294	25665	interleave (2)	COMPLETED	0	2015-05-14 10:44:07.803	46.3s	26.4s	96.7%	1.1 GB	26.1 GB	1.1 GB	26.2 GB	182.9 MB	43.5 MB	24554	90011	46328	26383	1147686912	28046708736	1147686912	28113842176	191740990	45633648
18	3a/f190ca	29709	reformat (2)	COMPLETED	0	2015-05-14 10:44:53.793	28.5s	10.3s	85.4%	3.4 MB	27.8 MB	3.4 MB	27.8 MB	111.9 MB	109.9 MB	16567	13907	28457	10330	3551232	29097984	3551232	29147136	117353943	115245056
19	3c/ef3509	29849	reformat (3)	COMPLETED	0	2015-05-14 10:44:54.032	36.4s	10.3s	100.5%	3.4 MB	27.8 MB	3.4 MB	27.8 MB	111.1 MB	109.1 MB	16416	13786	36442	10276	3538944	29097984	3538944	29147136	116473303	114376704
17	4d/643ce5	29611	reformat (1)	COMPLETED	0	2015-05-14 10:44:45.793	44.7s	10.8s	85.7%	3.4 MB	27.8 MB	3.4 MB	27.8 MB	108.5 MB	106.6 MB	16036	13468	44689	10838	3543040	29097984	3543040	29147136	113794519	111734784
20	c4/844e2b	29894	reformat (4)	COMPLETED	0	2015-05-14 10:44:54.132	36.4s	12.7s	108.1%	3.4 MB	27.8 MB	3.4 MB	27.8 MB	214.8 MB	211.2 MB	31665	26678	36361	12703	3543040	29097984	3543040	29147136	225238487	221495296
