task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	rss	vmem	peak_rss	peak_vmem	rchar	wchar	syscr	syscw	duration	realtime	rss	vmem	peak_rss	peak_vmem	rchar	wchar
3	b1/18358a	25249	fastqToSsake (3)	COMPLETED	0	2015-05-11 20:12:36.330	21.3s	19.7s	96.5%	1.3 GB	27.3 GB	1.3 GB	27.3 GB	229.4 MB	13 MB	26513	26805	21321	19722	1385361408	29347868672	1385361408	29351030784	240509963	13619522
6	f0/0fb788	25245	fastqToSsake (6)	COMPLETED	0	2015-05-11 20:12:36.336	21.7s	20.8s	103.0%	1.5 GB	27.3 GB	1.5 GB	27.4 GB	261.5 MB	13.4 MB	30631	27656	21739	20791	1566154752	29347868672	1570000896	29413949440	274240281	14058413
5	c4/6e1d6f	25250	fastqToSsake (5)	COMPLETED	0	2015-05-11 20:12:36.328	21.8s	19.4s	98.1%	1.4 GB	27.3 GB	1.4 GB	27.3 GB	252.7 MB	13.8 MB	29502	28411	21765	19401	1542074368	29347868672	1542074368	29351030784	264990615	14439699
7	fc/b6d6f4	25246	fastqToSsake (7)	COMPLETED	0	2015-05-11 20:12:36.329	21.8s	19.7s	101.0%	1.4 GB	27.3 GB	1.4 GB	27.3 GB	250.1 MB	13.2 MB	29164	27206	21774	19731	1540616192	29347868672	1542000640	29351030784	262221863	13825222
2	f1/c96468	25251	fastqToSsake (2)	COMPLETED	0	2015-05-11 20:12:36.328	26.9s	22.8s	103.0%	1.5 GB	27.3 GB	1.5 GB	27.4 GB	263 MB	19.5 MB	30819	40266	26921	22782	1572347904	29347868672	1573810176	29413949440	275780279	20474985
4	12/54e571	25248	fastqToSsake (4)	COMPLETED	0	2015-05-11 20:12:36.329	26.9s	23.7s	108.0%	1.5 GB	27.3 GB	1.5 GB	27.4 GB	280.5 MB	19.9 MB	33064	41026	26930	23747	1619599360	29347868672	1619599360	29413949440	294170251	20837243
9	9c/90dca5	25243	interleave (1)	COMPLETED	0	2015-05-11 20:12:36.327	26.9s	26.8s	103.0%	1.1 GB	27.5 GB	1.1 GB	27.5 GB	205 MB	40.2 MB	23492	83194	26945	26792	1151938560	29484191744	1151938560	29484191744	214931490	42177413
13	8f/606c4d	25242	interleave (5)	COMPLETED	0	2015-05-11 20:12:36.340	32s	29.7s	100.0%	1.1 GB	27.5 GB	1.1 GB	27.5 GB	241.7 MB	49.9 MB	28197	103130	32034	29709	1203851264	29484191744	1203851264	29484191744	253471679	52283759
14	f1/c9df36	25244	interleave (6)	COMPLETED	0	2015-05-11 20:12:36.339	32.1s	31.3s	110.0%	1.2 GB	27.5 GB	1.2 GB	27.5 GB	244.9 MB	49.9 MB	28603	103169	32050	31315	1251344384	29484191744	1251344384	29551300608	256797428	52309495
10	8b/319ab9	25247	interleave (2)	COMPLETED	0	2015-05-11 20:12:36.331	32.1s	28.2s	102.0%	1.1 GB	27.5 GB	1.1 GB	27.5 GB	226.1 MB	50.1 MB	26201	103687	32115	28229	1169027072	29484191744	1169027072	29484191744	237127245	52565836
17	c5/f7b683	28341	reformat (1)	COMPLETED	0	2015-05-11 20:13:03.273	11.4s	10.7s	105.3%	3.3 MB	214.9 MB	3.3 MB	215.1 MB	126.3 MB	124 MB	18645	15674	11431	10703	3420160	225390592	3420160	225497088	132453835	129974272
8	cc/1c87b2	27560	fastqToSsake (8)	COMPLETED	0	2015-05-11 20:12:57.659	21s	16.9s	125.0%	1.3 GB	27.3 GB	1.3 GB	27.4 GB	227.5 MB	15.6 MB	26384	32135	20965	16933	1377787904	29347868672	1379147776	29413949440	238522795	16339082
18	84/41fc88	28988	reformat (2)	COMPLETED	0	2015-05-11 20:13:08.375	11.1s	11s	101.5%	3.3 MB	214.9 MB	3.3 MB	215.1 MB	132.1 MB	129.6 MB	19593	16439	11117	11039	3424256	225390592	3424256	225497088	138569163	135872512
20	0f/13beb1	29057	reformat (4)	COMPLETED	0	2015-05-11 20:13:08.447	11.1s	10.2s	98.3%	3.3 MB	214.9 MB	3.3 MB	215.1 MB	132 MB	129.5 MB	19601	16441	11054	10217	3411968	225390592	3411968	225497088	138384843	135806976
19	fe/3ffb80	29009	reformat (3)	COMPLETED	0	2015-05-11 20:13:08.389	11.3s	10.2s	102.7%	3.3 MB	214.9 MB	3.3 MB	215.1 MB	139.9 MB	137.2 MB	20787	17434	11267	10201	3420160	225390592	3420160	225497088	146679243	143884288
1	74/9087a6	27702	fastqToSsake (1)	COMPLETED	0	2015-05-11 20:12:58.103	21.6s	16.7s	113.0%	1.3 GB	27.3 GB	1.3 GB	27.3 GB	222.9 MB	16.3 MB	25692	33684	21602	16734	1376464896	29347868672	1380569088	29351030784	233779837	17116489
24	39/93d095	30593	alignReads (2)	COMPLETED	0	2015-05-11 20:13:19.502	509ms	469ms	0.0%	2.4 MB	414.5 MB	2.4 MB	414.5 MB	14.6 KB	130 B	31	2	509	469	2547712	434601984	2547712	434601984	14911	130
25	46/9eaaf2	30747	alignReads (3)	COMPLETED	0	2015-05-11 20:13:19.657	358ms	302ms	0.0%	1.1 MB	103.6 MB	1.1 MB	103.6 MB	14.6 KB	130 B	31	2	358	302	1204224	108650496	1204224	108650496	14911	130
23	0a/b39c90	30587	alignReads (1)	COMPLETED	0	2015-05-11 20:13:19.493	544ms	482ms	0.0%	2.4 MB	414.5 MB	2.4 MB	414.5 MB	14.6 KB	130 B	31	2	544	482	2547712	434601984	2547712	434601984	14911	130
26	c0/75623f	30827	alignReads (4)	COMPLETED	0	2015-05-11 20:13:19.706	413ms	303ms	0.0%	1.2 MB	103.6 MB	1.2 MB	103.6 MB	14.6 KB	130 B	31	2	413	303	1208320	108650496	1208320	108650496	14911	130
15	a6/37b760	27696	interleave (7)	COMPLETED	0	2015-05-11 20:12:58.093	26.6s	26.5s	116.0%	1.1 GB	27.5 GB	1.1 GB	27.5 GB	228.7 MB	43.7 MB	26531	90391	26607	26472	1197219840	29484191744	1197219840	29551300608	239827343	45846192
16	59/84d5cf	28328	interleave (8)	COMPLETED	0	2015-05-11 20:13:03.260	26.3s	24.7s	110.0%	1.1 GB	27.5 GB	1.1 GB	27.5 GB	214.4 MB	43.5 MB	24692	89896	26287	24748	1165586432	29484191744	1165586432	29484191744	224762841	45572089
21	50/1e4b75	30150	reformat (5)	COMPLETED	0	2015-05-11 20:13:14.705	15.8s	12.1s	120.8%	3.3 MB	214.9 MB	3.3 MB	215.1 MB	229.5 MB	225.4 MB	33816	28490	15794	12096	3428352	225390592	3428352	225497088	240674251	236371968
28	4b/b299a1	31071	reformat (7)	COMPLETED	0	2015-05-11 20:13:20.020	10.8s	9.6s	117.7%	3.3 MB	214.9 MB	3.3 MB	215.1 MB	126.7 MB	124.4 MB	18746	15750	10826	9627	3428352	225390592	3428352	225497088	132904395	130449408
33	58/ab672c	32497	alignReads (5)	COMPLETED	0	2015-05-11 20:13:30.500	550ms	496ms	0.0%	2.5 MB	115.8 MB	2.6 MB	115.9 MB	19 KB	226 B	42	3	550	496	2621440	121417728	2695168	121552896	19434	226
22	e7/c66480	30338	reformat (6)	COMPLETED	0	2015-05-11 20:13:18.624	15.7s	13s	109.9%	3.3 MB	214.9 MB	3.3 MB	215.1 MB	226.8 MB	222.9 MB	33457	28178	15730	12978	3424256	225390592	3424256	225497088	237852107	233684992
12	e6/e4fa02	28318	interleave (4)	COMPLETED	0	2015-05-11 20:13:03.249	31.4s	29.7s	115.0%	1.1 GB	27.5 GB	1.1 GB	27.6 GB	250.1 MB	54.8 MB	29379	113389	31381	29735	1228398592	29484191744	1228398592	29618409472	262226759	57492828
11	ae/a74815	27678	interleave (3)	COMPLETED	0	2015-05-11 20:12:58.076	36.8s	31.7s	121.0%	1.2 GB	27.5 GB	1.2 GB	27.5 GB	279.7 MB	65.4 MB	33167	135190	36767	31683	1304506368	29484191744	1304506368	29551300608	293259677	68553871
38	97/046fd7	665	alignReads (7)	COMPLETED	0	2015-05-11 20:13:34.844	368ms	274ms	15.0%	26.5 MB	151.9 MB	28.5 MB	152 MB	34.4 KB	279 B	79	5	368	274	27754496	159309824	29851648	159416320	35246	279
