task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	rss	vmem	peak_rss	peak_vmem	rchar	wchar	syscr	syscw	duration	realtime	rss	vmem	peak_rss	peak_vmem	rchar	wchar
5	c7/3572e1	21444	formatBlast (5)	COMPLETED	0	2015-05-10 09:36:54.275	1m 5s	42s	90.5%	367 MB	481.4 MB	527.4 MB	643.2 MB	1016.3 MB	251.8 MB	32568	2900	65202	42003	384839680	504741888	552996864	674447360	1065640163	264071458
9	b4/99ce94	21442	formatBlast (9)	COMPLETED	0	2015-05-10 09:36:54.274	1m 14s	51.9s	93.5%	418.8 MB	588 MB	540.6 MB	691.9 MB	1.2 GB	295 MB	38311	138	74087	51934	439107584	616591360	566849536	725467136	1253780563	309308009
7	d7/b3073c	21437	formatBlast (7)	COMPLETED	0	2015-05-10 09:36:54.271	1m 19s	50s	93.8%	91 MB	160.3 MB	118 MB	187.4 MB	1.1 GB	270.1 MB	34767	2588	78954	49973	95371264	168136704	123719680	196501504	1137541328	283176001
2	3c/ba2a01	21441	formatBlast (3)	COMPLETED	0	2015-05-10 09:36:54.273	1m 21s	56s	77.9%	34.6 MB	82 MB	34.6 MB	82 MB	1 GB	272 MB	34381	5195	80673	56016	36241408	85970944	36241408	85983232	1125125274	285228708
15	5b/44ef51	21438	formatChr (6)	COMPLETED	0	2015-05-10 09:36:54.272	1m 21s	50.7s	71.8%	286.5 MB	299.5 MB	286.7 MB	299.7 MB	2.1 GB	1 GB	405042	310528	80683	50736	300380160	314011648	300593152	314294272	2249737496	1081368726
14	c6/445549	21439	formatChr (5)	COMPLETED	0	2015-05-10 09:36:54.272	2m 30s	2m 9s	76.6%	302.2 MB	315.3 MB	302.6 MB	315.5 MB	2.2 GB	1019.6 MB	780856	381779	150084	128685	316862464	330592256	317247488	330874880	2361830563	1069180396
3	88/b8e12d	21440	formatBlast (1)	COMPLETED	0	2015-05-10 09:36:54.273	2m 45s	2m 8s	88.8%	98.6 MB	148.7 MB	102.4 MB	152.5 MB	2.4 GB	618.2 MB	79306	7825	165406	128022	103407616	155918336	107425792	159948800	2597227698	648184402
16	49/d4926b	6704	formatChr (7)	COMPLETED	0	2015-05-10 09:38:08.361	1m 39s	7.4s	74.0%	339.2 MB	352.2 MB	340.3 MB	353.4 MB	1008.8 MB	1008.8 MB	129430	258270	99206	7438	355688448	369319936	356872192	370606080	1057790933	1057778275
4	6c/01920e	20763	formatBlast (4)	COMPLETED	0	2015-05-10 09:37:59.486	2m	41.1s	80.9%	93.3 MB	152.6 MB	101 MB	160.4 MB	1022.7 MB	247.9 MB	32770	3053	119690	41099	97853440	160051200	105934848	168144896	1072336024	259966212
19	e8/2889d3	32701	blast (1)	COMPLETED	0	2015-05-10 09:39:59.178	8.3s	6.3s	78.5%	148 MB	445 MB	457 MB	580.9 MB	192.9 KB	477.1 KB	56	110	8301	6254	155185152	466632704	479174656	609083392	197545	488501
20	8b/1f5582	29132	blast (2)	COMPLETED	0	2015-05-10 09:40:07.480	27.8s	7.4s	22.0%	150.4 MB	380.6 MB	158.8 MB	380.6 MB	192.1 KB	12.4 KB	56	29	27774	7405	157749248	399114240	166555648	399126528	196695	12697
