task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	rss	vmem	peak_rss	peak_vmem	rchar	wchar	syscr	syscw	duration	realtime	rss	vmem	peak_rss	peak_vmem	rchar	wchar
8	b6/3083bf	12639	fastqToSsake (8)	COMPLETED	0	2015-05-12 03:36:56.664	21.5s	19.4s	102.0%	1.4 GB	27.3 GB	1.4 GB	27.3 GB	250.1 MB	13.3 MB	29164	27446	21490	19437	1534808064	29347868672	1534808064	29351030784	262221863	13947705
5	7a/073d23	12638	fastqToSsake (5)	COMPLETED	0	2015-05-12 03:36:56.666	21.6s	18.7s	111.0%	1.3 GB	27.3 GB	1.3 GB	27.3 GB	222 MB	13.7 MB	25684	28334	21565	18650	1381675008	29347868672	1382068224	29351030784	232786125	14397847
2	c5/169685	12630	fastqToSsake (2)	COMPLETED	0	2015-05-12 03:36:56.663	21.9s	19.1s	102.0%	1.3 GB	27.3 GB	1.3 GB	27.4 GB	229.4 MB	14.5 MB	26513	29928	21895	19130	1383505920	29347868672	1383899136	29413961728	240509963	15204975
7	5b/bd1836	12634	fastqToSsake (7)	COMPLETED	0	2015-05-12 03:36:56.665	21.9s	19.1s	105.0%	1.4 GB	27.3 GB	1.4 GB	27.4 GB	251.8 MB	14.4 MB	29494	29621	21927	19054	1541447680	29347868672	1541447680	29413949440	263996903	15053762
14	0a/e837e5	12637	interleave (6)	COMPLETED	0	2015-05-12 03:36:56.664	31.7s	26.8s	152.0%	1.1 GB	27.5 GB	1.1 GB	27.5 GB	227.6 MB	50.7 MB	26382	104878	31706	26816	1161826304	29484191744	1161826304	29551300608	238606209	53166177
15	fd/cadacc	12635	interleave (7)	COMPLETED	0	2015-05-12 03:36:56.663	32.3s	28.9s	118.0%	1.1 GB	27.5 GB	1.1 GB	27.5 GB	245.6 MB	52.1 MB	28686	107775	32334	28901	1220284416	29484191744	1220284416	29551300608	257481687	54640349
13	ec/84c674	12636	interleave (5)	COMPLETED	0	2015-05-12 03:36:56.667	32.3s	30.1s	123.0%	1.1 GB	27.5 GB	1.1 GB	27.5 GB	250.1 MB	52.6 MB	29269	108757	32339	30081	1223925760	29484191744	1223925760	29484191744	262253300	55141960
10	a9/bd9442	12633	interleave (2)	COMPLETED	0	2015-05-12 03:36:56.662	32.4s	27.5s	124.0%	1.1 GB	27.5 GB	1.1 GB	27.5 GB	227.2 MB	51.2 MB	26448	105966	32363	27545	1168252928	29484191744	1168252928	29484191744	238222493	53722846
16	32/34607e	12631	interleave (8)	COMPLETED	0	2015-05-12 03:36:56.664	32.4s	29.8s	130.0%	1.2 GB	27.5 GB	1.2 GB	27.5 GB	239.5 MB	49.2 MB	27917	101738	32365	29818	1268310016	29484191744	1268310016	29484191744	251178647	51604657
11	cc/85f9be	12632	interleave (3)	COMPLETED	0	2015-05-12 03:36:56.661	37.5s	34.9s	111.0%	1.2 GB	27.5 GB	1.2 GB	27.5 GB	271.4 MB	60.3 MB	32000	124724	37513	34917	1313181696	29484191744	1313181696	29484191744	284627773	63247994
1	89/9efd13	14966	fastqToSsake (1)	COMPLETED	0	2015-05-12 03:37:18.162	21.1s	21.1s	119.0%	1.5 GB	27.3 GB	1.5 GB	27.3 GB	263 MB	14.4 MB	30819	29738	21126	21080	1568411648	29347868672	1568411648	29351030784	275780279	15120853
6	2b/507262	15181	fastqToSsake (6)	COMPLETED	0	2015-05-12 03:37:18.558	21.8s	17s	133.0%	1.3 GB	27.3 GB	1.3 GB	27.3 GB	227.5 MB	16.3 MB	26384	33696	21779	16952	1379991552	29347868672	1382563840	29351030784	238522795	17132660
17	d7/4d71e5	16157	reformat (1)	COMPLETED	0	2015-05-12 03:37:29.007	11.4s	10.7s	101.0%	3.3 MB	214.9 MB	3.3 MB	215.1 MB	135.1 MB	132.4 MB	20075	16830	11387	10669	3420160	225390592	3420160	225497088	141661643	138797056
18	ce/d86e76	16169	reformat (2)	COMPLETED	0	2015-05-12 03:37:29.026	11.4s	10.5s	98.8%	3.3 MB	214.9 MB	3.3 MB	215.1 MB	120.8 MB	118.2 MB	17839	14981	11385	10519	3424256	225390592	3424256	225497088	126715339	123961344
19	22/d55d53	16174	reformat (3)	COMPLETED	0	2015-05-12 03:37:29.029	11.5s	10.8s	103.6%	3.3 MB	214.9 MB	3.3 MB	215.1 MB	125.7 MB	123.1 MB	18532	15563	11484	10750	3424256	225390592	3424256	225497088	131827147	129089536
