task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	rss	vmem	peak_rss	peak_vmem	rchar	wchar	syscr	syscw	duration	realtime	rss	vmem	peak_rss	peak_vmem	rchar	wchar
41	02/debba6	29641	alignContigs (1)	COMPLETED	0	2015-05-13 07:19:14.732	39s	41ms	0.0%	2.6 MB	23.2 MB	2.7 MB	23.3 MB	22.1 KB	226 B	46	3	38993	41	2715648	24322048	2789376	24481792	22588	226
34	6d/c4ee6c	31990	ssake (4)	COMPLETED	0	2015-05-13 05:14:30.225	2h 9m 28s	2h 8m 52s	99.8%	837.7 MB	880.1 MB	837.7 MB	880.1 MB	106.9 MB	131.3 MB	24593	582936	7768007	7732360	878440448	922836992	878440448	922886144	112126116	137675328
42	2b/5210aa	10181	alignContigs (2)	COMPLETED	0	2015-05-13 07:23:58.238	4.1s	39ms	0.0%	2.6 MB	23.2 MB	2.7 MB	23.3 MB	22.1 KB	226 B	46	3	4147	39	2719744	24322048	2793472	24481792	22588	226
31	a0/d51132	31583	ssake (2)	COMPLETED	0	2015-05-13 05:14:19.668	2h 12m 47s	2h 12m 11s	99.8%	846.9 MB	889.3 MB	846.9 MB	889.3 MB	111.6 MB	133.8 MB	25632	600806	7967272	7930724	888049664	932491264	888049664	932540416	116980249	140258457
43	f3/a12890	17566	alignContigs (3)	COMPLETED	0	2015-05-13 07:27:06.946	4s	36ms	0.0%	2.6 MB	23.2 MB	2.7 MB	23.3 MB	22.1 KB	226 B	46	3	3989	36	2715648	24322048	2789376	24481792	22588	226
28	b9/c47d68	31248	ssake (1)	COMPLETED	0	2015-05-13 05:14:09.315	2h 23m 58s	2h 23m 27s	99.9%	797.9 MB	840.3 MB	797.9 MB	840.3 MB	120.1 MB	142.4 MB	27946	663903	8638163	8607127	836608000	881078272	836608000	881127424	125973796	149365470
44	61/224f2a	6817	alignContigs (4)	COMPLETED	0	2015-05-13 07:38:07.483	4.2s	39ms	0.0%	2.6 MB	23.2 MB	2.7 MB	23.3 MB	22.1 KB	226 B	46	3	4229	39	2711552	24322048	2785280	24481792	22588	226
40	2a/8da5d1	3499	ssake (8)	COMPLETED	0	2015-05-13 05:15:19.989	2h 25m 28s	2h 25m 17s	100.0%	828.6 MB	870.9 MB	832.6 MB	875 MB	123 MB	143.8 MB	28655	673029	8728229	8716762	868814848	913252352	873013248	917499904	128928882	150754860
45	e9/d77d2c	11212	alignContigs (5)	COMPLETED	0	2015-05-13 07:40:48.223	3.8s	32ms	0.0%	2.6 MB	23.2 MB	2.7 MB	23.3 MB	22.1 KB	226 B	46	3	3819	32	2719744	24322048	2793472	24481792	22588	226
32	bc/838a5f	31941	ssake (3)	COMPLETED	0	2015-05-13 05:14:30.190	2h 56m 55s	2h 56m 15s	99.8%	946.8 MB	987.2 MB	946.8 MB	987.2 MB	125.2 MB	158 MB	28466	706875	10615086	10575034	992751616	1035137024	992751616	1035161600	131235734	165643411
46	70/cde1ba	16010	alignContigs (6)	COMPLETED	0	2015-05-13 08:11:25.282	38.5s	39ms	0.0%	2.6 MB	23.2 MB	2.7 MB	23.3 MB	22.1 KB	226 B	46	3	38494	39	2715648	24322048	2789376	24481792	22588	226
37	71/695d1f	993	ssake (5)	COMPLETED	0	2015-05-13 05:14:53.948	3h 8m 48s	3h 8m 31s	99.8%	888 MB	930.4 MB	896 MB	938.4 MB	128.8 MB	155.2 MB	29873	698559	11327577	11311289	931086336	975585280	939483136	984031232	135100165	162723672
47	51/90b85f	26050	alignContigs (7)	COMPLETED	0	2015-05-13 08:23:41.531	3.6s	36ms	0.0%	2.6 MB	23.2 MB	2.7 MB	23.3 MB	22.1 KB	226 B	46	3	3633	36	2715648	24322048	2789376	24481792	22588	226
38	ef/d99659	2504	ssake (6)	COMPLETED	0	2015-05-13 05:15:06.525	3h 40m 12s	3h 39m 54s	99.8%	1 GB	1.1 GB	1 GB	1.1 GB	146.4 MB	170.9 MB	33747	759342	13211817	13194401	1095389184	1137799168	1098100736	1142566912	153551437	179213387
48	57/bb5907	8556	alignContigs (8)	COMPLETED	0	2015-05-13 08:55:18.352	39.1s	45ms	0.0%	2.6 MB	23.2 MB	2.7 MB	23.3 MB	22.1 KB	226 B	46	3	39131	45	2715648	24322048	2789376	24481792	22588	226
