task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	rss	vmem	peak_rss	peak_vmem	rchar	wchar	syscr	syscw	duration	realtime	rss	vmem	peak_rss	peak_vmem	rchar	wchar
3	de/8e4223	24182	fastqToSsake (3)	COMPLETED	0	2015-05-12 14:33:17.061	19.7s	15.1s	108.0%	1.3 GB	26 GB	1.3 GB	26.1 GB	192 MB	9.9 MB	25645	20333	19716	15099	1366532096	27910385664	1368518656	27976441856	201367696	10328542
6	13/b3864d	24177	fastqToSsake (6)	COMPLETED	0	2015-05-12 14:33:17.060	19.9s	17.8s	139.0%	1.5 GB	26 GB	1.5 GB	26.1 GB	230.6 MB	15.3 MB	30584	31566	19908	17818	1559994368	27910385664	1559994368	27976441856	241828140	16046192
5	04/89019e	24179	fastqToSsake (5)	COMPLETED	0	2015-05-12 14:33:17.062	20.1s	16.9s	113.0%	1.3 GB	26 GB	1.3 GB	26.1 GB	198.5 MB	16.1 MB	26466	33249	20133	16897	1369554944	27910385664	1370718208	27976441856	208097822	16893618
8	a6/0302e9	24174	fastqToSsake (8)	COMPLETED	0	2015-05-12 14:33:17.063	32.1s	32s	-	-	-	-	-	-	-	-	-	32069	31993	-	-	-	-	-	-
15	3e/c546f4	24180	interleave (7)	COMPLETED	0	2015-05-12 14:33:17.062	32.1s	24.8s	117.0%	1.1 GB	26.1 GB	1.1 GB	26.1 GB	182.5 MB	43 MB	24512	88952	32084	24759	1156403200	28046708736	1156403200	28047294464	191398490	45092508
12	75/eace43	24178	interleave (4)	COMPLETED	0	2015-05-12 14:33:17.065	39.9s	28.4s	102.0%	1.1 GB	26.1 GB	1.1 GB	26.2 GB	202.6 MB	45.5 MB	27085	94201	39925	28423	1205538816	28046708736	1205538816	28113842176	212464197	47754586
10	8d/2afcda	24181	interleave (2)	COMPLETED	0	2015-05-12 14:33:17.064	39.9s	27s	109.0%	1.1 GB	26.1 GB	1.1 GB	26.2 GB	198.5 MB	52 MB	26565	107633	39943	27033	1162555392	28046708736	1162555392	28113842176	208192159	54569050
16	7c/5b4f04	24176	interleave (8)	COMPLETED	0	2015-05-12 14:33:17.063	41.5s	27.5s	125.0%	1.1 GB	26.1 GB	1.1 GB	26.1 GB	213.8 MB	52.1 MB	28515	107690	41474	27498	1202262016	28046708736	1202262016	28047298560	224163111	54625378
14	27/02dd38	24183	interleave (6)	COMPLETED	0	2015-05-12 14:33:17.064	50s	32.5s	105.0%	1.2 GB	26.1 GB	1.2 GB	26.1 GB	243.4 MB	61.9 MB	32308	128003	49983	32453	1295216640	28046708736	1295216640	28047073280	255261118	64911114
13	43/e6bb57	24175	interleave (5)	COMPLETED	0	2015-05-12 14:33:17.061	50.4s	28.8s	103.0%	1.1 GB	26.1 GB	1.1 GB	26.1 GB	217.3 MB	51.6 MB	28957	106669	50417	28838	1219399680	28046708736	1219399680	28047073280	227807605	54085284
9	e3/a488d7	27342	interleave (1)	COMPLETED	0	2015-05-12 14:33:36.787	55.5s	27.5s	89.1%	1.1 GB	26.1 GB	1.1 GB	26.2 GB	186.5 MB	47.3 MB	25018	97731	55460	27480	1141018624	28046708736	1141018624	28113842176	195533024	49553770
17	3a/d916e5	28154	reformat (1)	COMPLETED	0	2015-05-12 14:33:57.007	43.5s	10.3s	96.0%	3.4 MB	27.8 MB	3.4 MB	27.8 MB	105.5 MB	103.6 MB	15608	13103	43533	10329	3547136	29097984	3547136	29147136	110669271	108642304
20	83/5d8de0	28523	reformat (4)	COMPLETED	0	2015-05-12 14:34:07.478	33.1s	10.7s	101.7%	3.4 MB	27.8 MB	3.4 MB	27.8 MB	115 MB	112.9 MB	17020	14289	33070	10655	3547136	29097984	3547136	29147136	120557015	118390784
1	cd/12ebc3	27379	fastqToSsake (1)	COMPLETED	0	2015-05-12 14:33:36.968	1m 4s	22.6s	93.8%	1.5 GB	26 GB	1.5 GB	26.1 GB	232.1 MB	17.9 MB	30773	36895	63590	22643	1563656192	27910385664	1563656192	27976441856	243368143	18761438
19	77/224705	28481	reformat (3)	COMPLETED	0	2015-05-12 14:34:07.047	33.5s	11.3s	101.5%	3.4 MB	27.8 MB	3.4 MB	27.8 MB	111.1 MB	109.2 MB	16416	13792	33542	11250	3547136	29097984	3547136	29147136	116477399	114458624
18	96/862a36	28210	reformat (2)	COMPLETED	0	2015-05-12 14:33:58.538	42.1s	12.1s	105.3%	3.4 MB	27.8 MB	3.4 MB	27.8 MB	228.1 MB	224.4 MB	33832	28448	42064	12066	3538944	29097984	3538944	29147136	239222231	235307008
2	29/6093a9	27411	fastqToSsake (2)	COMPLETED	0	2015-05-12 14:33:37.195	1m 4s	16.8s	117.0%	1.4 GB	26 GB	1.4 GB	26.1 GB	221.8 MB	15.8 MB	29455	32519	63507	16847	1541885952	27910385664	1541885952	27976441856	232578474	16527462
7	f3/3f7210	27938	fastqToSsake (7)	COMPLETED	0	2015-05-12 14:33:49.133	1m 6s	18.1s	127.0%	1.4 GB	25.9 GB	1.4 GB	25.9 GB	219.2 MB	13.5 MB	29117	27925	65596	18149	1531121664	27843276800	1531121664	27843919872	229809722	14192324
4	d4/5c811c	28137	fastqToSsake (4)	COMPLETED	0	2015-05-12 14:33:56.991	57.8s	20.9s	101.0%	1.5 GB	26 GB	1.5 GB	26 GB	249.6 MB	17.7 MB	33017	36577	57755	20864	1610317824	27910385664	1610317824	27911028736	261758110	18576010
21	3e/ad2165	31325	alignReads (1)	COMPLETED	0	2015-05-12 14:34:32.248	30.4s	98ms	0.0%	2.5 MB	23.1 MB	2.5 MB	23.1 MB	22 KB	130 B	46	2	30405	98	2666496	24186880	2666496	24211456	22568	130
11	46/d5083d	27963	interleave (3)	COMPLETED	0	2015-05-12 14:33:49.146	1m 18s	32.7s	113.0%	1.2 GB	26.1 GB	1.2 GB	26.2 GB	213.7 MB	51.4 MB	28509	106275	78086	32682	1279569920	28046708736	1279569920	28113842176	224129917	53888292
23	ae/617b39	31787	alignReads (3)	COMPLETED	0	2015-05-12 14:34:40.548	26.7s	26.7s	-	-	-	-	-	-	-	-	-	26691	26688	-	-	-	-	-	-
24	c0/88641f	31816	alignReads (4)	COMPLETED	0	2015-05-12 14:34:40.559	36s	66ms	0.0%	2.6 MB	23.2 MB	2.7 MB	23.3 MB	22 KB	226 B	46	3	36001	66	2719744	24322048	2793472	24481792	22568	226
26	8f/487b1a	31867	alignReads (6)	COMPLETED	0	2015-05-12 14:34:40.604	37.2s	37.2s	-	-	-	-	-	-	-	-	-	37189	37183	-	-	-	-	-	-
27	18/7bc002	31970	alignReads (7)	COMPLETED	0	2015-05-12 14:34:40.704	45.2s	45.2s	-	-	-	-	-	-	-	-	-	45173	45162	-	-	-	-	-	-
25	0d/97b821	31840	alignReads (5)	COMPLETED	0	2015-05-12 14:34:40.590	45.6s	54ms	0.0%	2.6 MB	23.2 MB	2.7 MB	23.3 MB	22 KB	226 B	46	3	45625	54	2715648	24322048	2789376	24481792	22568	226
22	4a/42fd0f	31770	alignReads (2)	COMPLETED	0	2015-05-12 14:34:40.541	55s	55s	-	-	-	-	-	-	-	-	-	55011	55009	-	-	-	-	-	-
36	61/230135	1306	alignReads (8)	COMPLETED	0	2015-05-12 14:35:26.216	16.6s	42ms	0.0%	2.6 MB	23.2 MB	2.7 MB	23.3 MB	22 KB	226 B	46	3	16630	42	2711552	24322048	2785280	24481792	22568	226
30	3d/0a2214	32425	reformat (5)	COMPLETED	0	2015-05-12 14:35:02.655	40.3s	12.4s	109.8%	3.4 MB	27.8 MB	3.4 MB	27.8 MB	214.8 MB	211.3 MB	31676	26686	40272	12436	3538944	29097984	3538944	29147136	225283543	221593600
33	25/38d440	428	reformat (6)	COMPLETED	0	2015-05-12 14:35:16.562	35.3s	10.5s	107.1%	3.4 MB	27.8 MB	3.4 MB	27.8 MB	129.1 MB	126.9 MB	19206	16104	35303	10452	3547136	29097984	3547136	29147136	135355863	133066752
34	b3/955e38	623	reformat (7)	COMPLETED	0	2015-05-12 14:35:17.794	40s	10.3s	102.4%	3.4 MB	27.8 MB	3.4 MB	27.8 MB	122.5 MB	120.4 MB	18216	15271	40030	10294	3538944	29097984	3538944	29147136	128458199	126238720
35	16/41536d	1220	reformat (8)	COMPLETED	0	2015-05-12 14:35:25.878	32.1s	13.6s	107.5%	3.4 MB	27.8 MB	3.4 MB	27.8 MB	211.8 MB	208.3 MB	31271	26330	32107	13566	3538944	29097984	3538944	29147136	222105047	218431488
29	ea/af0d7f	32209	ssake (2)	COMPLETED	0	2015-05-12 14:34:54.747	2h 4m 38s	2h 4m 6s	100.0%	818.9 MB	861.2 MB	818.9 MB	861.2 MB	107.7 MB	133.6 MB	24796	604023	7477597	7446366	858628096	903036928	858628096	903086080	112969897	140060167
41	76/87a5c7	29787	alignContigs (1)	COMPLETED	0	2015-05-12 16:39:32.379	4.7s	47ms	0.0%	2.6 MB	23.2 MB	2.7 MB	23.3 MB	22.1 KB	226 B	46	3	4696	47	2715648	24322048	2789376	24481792	22588	226
28	93/0b0a58	32178	ssake (1)	COMPLETED	0	2015-05-12 14:34:54.730	2h 8m 49s	2h 8m 12s	99.8%	837.7 MB	880.1 MB	837.7 MB	880.1 MB	106.9 MB	131.3 MB	24593	582936	7729168	7692455	878440448	922836992	878440448	922886144	112126117	137675328
42	a9/dd095d	8996	alignContigs (2)	COMPLETED	0	2015-05-12 16:43:43.904	4.2s	36ms	0.0%	2.6 MB	23.2 MB	2.7 MB	23.3 MB	22.1 KB	226 B	46	3	4218	36	2711552	24322048	2785280	24481792	22588	226
31	ce/2571d2	32587	ssake (3)	COMPLETED	0	2015-05-12 14:35:07.233	2h 12m 16s	2h 11m 47s	99.8%	839.7 MB	880.2 MB	839.7 MB	880.2 MB	102.5 MB	133.6 MB	23284	597960	7935731	7906646	880484352	922935296	880513024	922959872	107528837	140110448
43	a7/a7e1eb	18502	alignContigs (3)	COMPLETED	0	2015-05-12 16:47:22.969	4.5s	39ms	0.0%	2.6 MB	23.2 MB	2.7 MB	23.3 MB	22.1 KB	226 B	46	3	4480	39	2715648	24322048	2789376	24481792	22588	226
