task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	rss	vmem	peak_rss	peak_vmem	rchar	wchar	syscr	syscw	duration	realtime	rss	vmem	peak_rss	peak_vmem	rchar	wchar
7	95/378409	10770	fastqToSsake (7)	COMPLETED	0	2015-05-13 23:42:27.985	21.9s	18.7s	101.0%	1.3 GB	27.3 GB	1.3 GB	27.3 GB	228.4 MB	14.5 MB	26392	29848	21869	18673	1382871040	29347868672	1382871040	29351030784	239516879	15176061
8	8c/2182b6	10771	fastqToSsake (8)	COMPLETED	0	2015-05-13 23:42:27.986	21.9s	18.5s	103.0%	1.4 GB	27.3 GB	1.4 GB	27.3 GB	250.1 MB	14.9 MB	29164	30824	21947	18535	1539399680	29347868672	1539399680	29351030784	262222235	15665165
1	ee/8ec7c5	10763	fastqToSsake (1)	COMPLETED	0	2015-05-13 23:42:27.990	22s	18.5s	102.0%	1.3 GB	27.3 GB	1.3 GB	27.4 GB	223 MB	14.5 MB	25692	29834	21976	18477	1382031360	29347868672	1385914368	29413949440	233780209	15161597
9	fc/37e19d	10769	interleave (1)	COMPLETED	0	2015-05-13 23:42:27.983	26.4s	26.1s	113.0%	1.1 GB	27.5 GB	1.1 GB	27.5 GB	204.3 MB	40.1 MB	23403	82930	26377	26103	1151721472	29484191744	1151721472	29484191744	214201294	42044451
3	7b/65f9ee	10762	fastqToSsake (3)	COMPLETED	0	2015-05-13 23:42:27.982	26.8s	21.9s	104.0%	1.5 GB	27.3 GB	1.5 GB	27.3 GB	263 MB	20.5 MB	30819	42192	26766	21902	1569525760	29347868672	1572282368	29351030784	275780651	21454582
12	1e/771493	10768	interleave (4)	COMPLETED	0	2015-05-13 23:42:27.984	31.7s	30.4s	103.0%	1.1 GB	27.5 GB	1.1 GB	27.5 GB	248 MB	51.5 MB	29001	106464	31707	30409	1232097280	29484191744	1232097280	29484191744	260058216	53979942
10	23/4df4a9	10764	interleave (2)	COMPLETED	0	2015-05-13 23:42:27.992	31.9s	27.5s	102.0%	1.1 GB	27.5 GB	1.1 GB	27.5 GB	227.3 MB	50.8 MB	26347	104983	31924	27516	1167167488	29484191744	1167167488	29484191744	238323649	53224161
16	33/6e48b7	10767	interleave (8)	COMPLETED	0	2015-05-13 23:42:27.985	32.2s	29.1s	100.0%	1.1 GB	27.5 GB	1.1 GB	27.5 GB	242.6 MB	51 MB	28313	105427	32213	29137	1202896896	29484191744	1202896896	29551300608	254423051	53474477
15	7f/4b09a9	10765	interleave (7)	COMPLETED	0	2015-05-13 23:42:27.987	32.2s	27.2s	103.0%	1.1 GB	27.5 GB	1.1 GB	27.5 GB	227.4 MB	51.1 MB	26471	105786	32215	27219	1224110080	29484191744	1224110080	29484191744	238407493	53626248
14	1a/8a8821	10766	interleave (6)	COMPLETED	0	2015-05-13 23:42:27.991	37.3s	34.3s	108.0%	1.2 GB	27.5 GB	1.2 GB	27.5 GB	273.2 MB	61.4 MB	32225	126908	37342	34334	1306734592	29484191744	1306734592	29484191744	286471361	64356240
20	4e/6ae35c	15157	alignReads (1)	COMPLETED	0	2015-05-13 23:43:05.333	920ms	917ms	-	-	-	-	-	-	-	-	-	920	917	-	-	-	-	-	-
2	aa/542b48	13239	fastqToSsake (2)	COMPLETED	0	2015-05-13 23:42:49.867	21.4s	17.7s	124.0%	1.3 GB	27.3 GB	1.3 GB	27.3 GB	229.4 MB	15.6 MB	26515	32093	21356	17720	1377566720	29347868672	1381728256	29351030784	240510345	16306356
6	a5/6c3851	13278	fastqToSsake (6)	COMPLETED	0	2015-05-13 23:42:49.933	21.3s	17.1s	135.0%	1.4 GB	27.3 GB	1.4 GB	27.3 GB	252.7 MB	16.2 MB	29502	33421	21344	17085	1543880704	29347868672	1543880704	29351030784	264990987	16985333
17	db/fe06d8	14357	reformat (1)	COMPLETED	0	2015-05-13 23:42:59.917	11.5s	10.6s	98.3%	3.3 MB	214.9 MB	3.3 MB	215.1 MB	122.7 MB	120.1 MB	18146	15213	11517	10554	3424256	225390592	3424256	225497088	128685515	125927424
22	12/643708	15859	alignReads (2)	COMPLETED	0	2015-05-13 23:43:11.224	286ms	283ms	-	-	-	-	-	-	-	-	-	286	283	-	-	-	-	-	-
19	c0/dabe3d	14453	reformat (3)	COMPLETED	0	2015-05-13 23:43:00.202	11.3s	10.5s	97.0%	3.3 MB	214.9 MB	3.3 MB	215.1 MB	119.2 MB	116.9 MB	17599	14788	11330	10460	3420160	225390592	3420160	225497088	124962251	122568704
18	14/efc2ed	14450	reformat (2)	COMPLETED	0	2015-05-13 23:43:00.199	11.4s	10.6s	99.2%	3.3 MB	214.9 MB	3.3 MB	215.1 MB	133.5 MB	130.9 MB	19826	16627	11351	10636	3420160	225390592	3420160	225497088	139965899	137248768
23	52/392ba8	15904	alignReads (3)	COMPLETED	0	2015-05-13 23:43:11.278	390ms	273ms	17.0%	29.4 MB	151.9 MB	31.4 MB	152 MB	34.4 KB	279 B	79	5	390	273	30855168	159309824	32952320	159416320	35246	279
24	e4/594b9b	16105	alignReads (4)	COMPLETED	0	2015-05-13 23:43:11.511	318ms	264ms	0.0%	1.1 MB	103.6 MB	1.2 MB	103.6 MB	19.2 KB	226 B	43	3	318	264	1204224	108650496	1228800	108650496	19627	226
25	fd/79ec83	15996	alignReads (5)	COMPLETED	0	2015-05-13 23:43:11.435	494ms	278ms	15.0%	27.7 MB	151.9 MB	29.7 MB	152 MB	34.4 KB	279 B	79	5	494	278	29036544	159309824	31133696	159416320	35246	279
26	10/2ee83e	16141	alignReads (6)	COMPLETED	0	2015-05-13 23:43:11.536	423ms	281ms	16.0%	29.5 MB	151.9 MB	29.5 MB	152 MB	34.4 KB	279 B	79	5	423	281	30978048	159309824	30978048	159416320	35246	279
5	ec/cf8c7b	13849	fastqToSsake (5)	COMPLETED	0	2015-05-13 23:42:54.748	21.3s	19s	134.0%	1.5 GB	27.3 GB	1.5 GB	27.3 GB	260.6 MB	15.4 MB	30623	31687	21302	18979	1564524544	29347868672	1564524544	29351030784	273246941	16107261
4	20/3b9592	13713	fastqToSsake (4)	COMPLETED	0	2015-05-13 23:42:54.360	25.9s	21.2s	133.0%	1.5 GB	27.3 GB	1.5 GB	27.3 GB	280.5 MB	21.5 MB	33064	44386	25878	21150	1616297984	29347868672	1619017728	29351030784	294170623	22542741
11	3a/ad7452	13305	interleave (3)	COMPLETED	0	2015-05-13 23:42:49.966	31.4s	30.3s	137.0%	1.2 GB	27.5 GB	1.2 GB	27.5 GB	247.5 MB	52.9 MB	28938	109479	31395	30306	1294004224	29484191744	1294004224	29484191744	259542635	55511550
34	c8/91b918	17903	alignReads (7)	COMPLETED	0	2015-05-13 23:43:21.368	417ms	290ms	14.0%	25.8 MB	151.9 MB	25.8 MB	152 MB	34.4 KB	279 B	79	5	417	290	27066368	159309824	27066368	159416320	35246	279
21	ee/6c555d	15405	reformat (4)	COMPLETED	0	2015-05-13 23:43:06.254	16s	12.1s	113.0%	3.3 MB	214.9 MB	3.3 MB	215.1 MB	233.2 MB	229 MB	34372	28944	16022	12097	3420160	225390592	3420160	225497088	244487627	240173056
27	09/b86e89	16150	reformat (5)	COMPLETED	0	2015-05-13 23:43:11.551	10.7s	10.2s	98.8%	3.3 MB	214.9 MB	3.3 MB	215.1 MB	120.4 MB	118 MB	17763	14928	10745	10156	3420160	225390592	3420160	225497088	126203339	123781120
28	ff/7c1a92	16317	reformat (6)	COMPLETED	0	2015-05-13 23:43:11.669	10.8s	10s	118.0%	3.3 MB	214.9 MB	3.3 MB	215.1 MB	137.7 MB	135.1 MB	20464	17160	10792	9964	3424256	225390592	3424256	225497088	144430539	141688832
13	f2/4b074a	14245	interleave (5)	COMPLETED	0	2015-05-13 23:42:59.715	26s	26s	167.0%	1.1 GB	27.5 GB	1.1 GB	27.5 GB	231.1 MB	44.5 MB	26837	91979	26004	25965	1208393728	29484191744	1208700928	29551300608	242335051	46628173
38	93/f3e52d	18492	alignReads (8)	COMPLETED	0	2015-05-13 23:43:25.726	359ms	263ms	0.0%	29.3 MB	151.9 MB	29.3 MB	152 MB	34.4 KB	279 B	79	5	359	263	30691328	159309824	30691328	159416320	35246	279
32	db/9202c0	17210	reformat (7)	COMPLETED	0	2015-05-13 23:43:16.056	10.7s	10.6s	117.0%	3.3 MB	214.9 MB	3.3 MB	215.1 MB	129.9 MB	127.4 MB	19255	16155	10657	10640	3424256	225390592	3424256	225497088	136209867	133578752
33	f3/3ff380	17686	reformat (8)	COMPLETED	0	2015-05-13 23:43:20.243	15.7s	12.5s	125.4%	3.3 MB	214.9 MB	3.3 MB	215.1 MB	234.7 MB	230.6 MB	34610	29153	15714	12501	3424256	225390592	3424256	225497088	246052299	241774592
