task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	rss	vmem	peak_rss	peak_vmem	rchar	wchar	syscr	syscw	duration	realtime	rss	vmem	peak_rss	peak_vmem	rchar	wchar
5	db/4bc5a7	8918	fastqToSsake (5)	COMPLETED	0	2015-05-13 08:56:19.506	22s	20.6s	103.0%	1.5 GB	27.3 GB	1.5 GB	27.4 GB	261.5 MB	14 MB	30631	28801	21992	20579	1566027776	29347868672	1569673216	29413949440	274240653	14640216
6	9a/fac0f7	8923	fastqToSsake (6)	COMPLETED	0	2015-05-13 08:56:19.507	22.1s	19.1s	100.0%	1.4 GB	27.3 GB	1.4 GB	27.3 GB	252.7 MB	14.4 MB	29502	29742	22116	19102	1544183808	29347868672	1544183808	29351030784	264990987	15115128
2	99/08a6bf	8921	fastqToSsake (2)	COMPLETED	0	2015-05-13 08:56:19.508	22.1s	19.6s	93.8%	1.3 GB	27.3 GB	1.3 GB	27.3 GB	229.4 MB	14.1 MB	26513	29148	22122	19594	1385279488	29347868672	1385279488	29351030784	240510335	14809192
7	f6/5e501f	8924	fastqToSsake (7)	COMPLETED	0	2015-05-13 08:56:19.504	22.1s	18.6s	103.0%	1.3 GB	27.3 GB	1.3 GB	27.4 GB	228.4 MB	14.7 MB	26392	30329	22136	18565	1374728192	29347868672	1378361344	29413961728	239516879	15420929
9	74/0e95db	8926	interleave (1)	COMPLETED	0	2015-05-13 08:56:19.510	26.6s	26.5s	105.0%	1.1 GB	27.5 GB	1.1 GB	27.5 GB	204.1 MB	40 MB	23375	82667	26554	26453	1150152704	29484191744	1150152704	29484191744	213971918	41911202
4	9b/1ef6a9	8919	fastqToSsake (4)	COMPLETED	0	2015-05-13 08:56:19.506	27.1s	23.3s	100.0%	1.5 GB	27.3 GB	1.5 GB	27.3 GB	280.5 MB	20.5 MB	33064	42285	27132	23301	1622618112	29347868672	1622618112	29351030784	294170623	21475768
15	f6/74adfb	8920	interleave (7)	COMPLETED	0	2015-05-13 08:56:19.505	27.2s	27.1s	98.5%	1.1 GB	27.5 GB	1.1 GB	27.5 GB	210.3 MB	41.4 MB	24176	85631	27160	27053	1230417920	29484191744	1230417920	29551300608	220535029	43409649
10	ee/e0ccd7	8922	interleave (2)	COMPLETED	0	2015-05-13 08:56:19.506	32.3s	28.6s	98.8%	1.1 GB	27.5 GB	1.1 GB	27.5 GB	224.8 MB	49.5 MB	26028	102336	32294	28595	1166548992	29484191744	1166548992	29484191744	235706161	51880132
16	74/a7d202	8925	interleave (8)	COMPLETED	0	2015-05-13 08:56:19.508	32.4s	29.4s	99.2%	1.1 GB	27.5 GB	1.1 GB	27.5 GB	242.4 MB	50.9 MB	28281	105170	32372	29405	1203769344	29484191744	1203769344	29551300608	254160907	53344310
13	2e/be4de4	8917	interleave (5)	COMPLETED	0	2015-05-13 08:56:19.509	37.3s	32.9s	100.0%	1.2 GB	27.5 GB	1.2 GB	27.5 GB	260.5 MB	60.2 MB	30596	124527	37258	32861	1264992256	29484191744	1264992256	29484191744	273129267	63143472
18	6f/30e574	12130	reformat (2)	COMPLETED	0	2015-05-13 08:56:46.665	11.3s	10.5s	125.7%	3.3 MB	214.9 MB	3.3 MB	215.1 MB	143.9 MB	141.2 MB	21378	17933	11315	10473	3424256	225390592	3424256	225497088	150840779	148062208
21	e4/c12a4f	13780	alignReads (1)	COMPLETED	0	2015-05-13 08:56:57.981	378ms	277ms	16.0%	28.1 MB	151.9 MB	30.1 MB	152 MB	34.4 KB	279 B	79	5	378	277	29503488	159309824	31600640	159416320	35246	279
19	98/cf11d0	12753	reformat (3)	COMPLETED	0	2015-05-13 08:56:51.880	10.8s	10.2s	114.6%	3.3 MB	214.9 MB	3.3 MB	215.1 MB	118.2 MB	116 MB	17444	14663	10758	10231	3420160	225390592	3420160	225497088	123893195	121634816
3	d3/e4d3bc	11444	fastqToSsake (3)	COMPLETED	0	2015-05-13 08:56:41.623	21.2s	16.7s	138.0%	1.3 GB	27.3 GB	1.3 GB	27.4 GB	223 MB	15.9 MB	25692	32780	21189	16730	1374068736	29347868672	1377951744	29413949440	233780209	16657551
1	2a/4dd8a4	11479	fastqToSsake (1)	COMPLETED	0	2015-05-13 08:56:41.640	21.3s	20.5s	133.0%	1.5 GB	27.3 GB	1.5 GB	27.3 GB	263 MB	15.2 MB	30819	31306	21256	20527	1569247232	29347868672	1569247232	29351030784	275780651	15918081
8	c6/2acf0c	11452	fastqToSsake (8)	COMPLETED	0	2015-05-13 08:56:41.630	21.4s	17.5s	131.0%	1.4 GB	27.3 GB	1.4 GB	27.3 GB	250.1 MB	15.5 MB	29164	32035	21367	17477	1533509632	29347868672	1533509632	29351030784	262222235	16280441
23	4f/6024b1	14207	alignReads (2)	COMPLETED	0	2015-05-13 08:57:02.639	445ms	367ms	0.0%	14.6 MB	151.9 MB	14.6 MB	152 MB	34.4 KB	279 B	79	5	445	367	15339520	159309824	15339520	159416320	35246	279
24	a3/489ee0	14289	alignReads (3)	COMPLETED	0	2015-05-13 08:57:02.812	371ms	283ms	16.0%	27.3 MB	151.9 MB	29.3 MB	152 MB	34.4 KB	279 B	79	5	371	283	28626944	159309824	30724096	159416320	35246	279
25	50/ae393a	14419	alignReads (4)	COMPLETED	0	2015-05-13 08:57:02.897	369ms	272ms	16.0%	28.2 MB	151.9 MB	28.2 MB	152 MB	34.4 KB	279 B	79	5	369	272	29564928	159309824	29564928	159416320	35246	279
26	71/622892	14480	alignReads (5)	COMPLETED	0	2015-05-13 08:57:02.998	387ms	270ms	17.0%	29.3 MB	151.9 MB	31.3 MB	152 MB	34.4 KB	279 B	79	5	387	270	30695424	159309824	32792576	159416320	35246	279
20	29/37303e	13329	reformat (4)	COMPLETED	0	2015-05-13 08:56:56.767	10.7s	9.7s	118.1%	3.3 MB	214.9 MB	3.3 MB	215.1 MB	127 MB	124.6 MB	18782	15777	10736	9669	3416064	225390592	3416064	225497088	133195211	130646016
17	11/00c812	12704	reformat (1)	COMPLETED	0	2015-05-13 08:56:51.801	15.8s	10.8s	123.1%	3.3 MB	214.9 MB	3.3 MB	215.1 MB	250.1 MB	245.8 MB	37056	31170	15757	10822	3420160	225390592	3420160	225497088	262256075	257777664
