task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	rss	vmem	peak_rss	peak_vmem	rchar	wchar	syscr	syscw	duration	realtime	rss	vmem	peak_rss	peak_vmem	rchar	wchar
15	73/df1637	21937	formatChr (6)	COMPLETED	0	2015-05-10 12:05:20.548	1m 17s	45.2s	87.0%	340.3 MB	353.4 MB	340.3 MB	353.4 MB	2.1 GB	1 GB	405042	310528	77267	45157	356827136	370515968	356831232	370532352	2249737496	1081368726
7	52/759dff	21935	formatBlast (7)	COMPLETED	0	2015-05-10 12:05:20.543	1m 24s	50.9s	94.5%	89.3 MB	160.3 MB	116.4 MB	187.4 MB	1.1 GB	270.1 MB	34762	2586	84291	50912	93675520	168136704	122028032	196501504	1137540422	283174809
10	e3/24a3f5	21939	formatChr (1)	COMPLETED	0	2015-05-10 12:05:20.544	1m 31s	1m 31s	-	-	-	-	-	-	-	-	-	91320	91253	-	-	-	-	-	-
6	1b/4b7378	21938	formatBlast (6)	COMPLETED	0	2015-05-10 12:05:20.541	1m 35s	52.4s	96.8%	373.1 MB	478.3 MB	560.5 MB	665.8 MB	1 GB	255.3 MB	33012	1357	95016	52352	391270400	501501952	587747328	698126336	1080144214	267672991
4	97/3dbc08	21934	formatBlast (4)	COMPLETED	0	2015-05-10 12:05:20.543	1m 36s	51.3s	94.5%	72.2 MB	134.7 MB	111.7 MB	162.2 MB	1.1 GB	269.5 MB	34744	3094	95525	51309	75689984	141217792	117174272	170123264	1136777976	282544932
1	29/0bdbc4	21940	formatBlast (1)	COMPLETED	0	2015-05-10 12:05:20.544	1m 36s	1m	88.1%	34.6 MB	82 MB	34.6 MB	82 MB	1.1 GB	275.7 MB	34511	5318	95538	60316	36274176	85970944	36278272	85983232	1129267122	289125240
8	17/8b0229	21941	formatBlast (8)	COMPLETED	0	2015-05-10 12:05:20.546	1m 40s	1m 19s	87.6%	54.3 MB	104.4 MB	62.1 MB	112.3 MB	2 GB	497.4 MB	64929	4870	100336	79461	56901632	109514752	65126400	117751808	2126122136	521541891
3	33/f2ac0a	21936	formatBlast (3)	COMPLETED	0	2015-05-10 12:05:20.547	1m 45s	1m 38s	95.0%	83.8 MB	135.7 MB	100.7 MB	152.5 MB	2.5 GB	632.5 MB	80577	8084	105374	97869	87900160	142278656	105558016	159948800	2638778043	663259915
18	93/a72636	21932	formatChr (9)	COMPLETED	0	2015-05-10 12:05:20.543	2m 20s	2m 11s	81.0%	530.1 MB	543.2 MB	530.3 MB	543.3 MB	3.4 GB	2.1 GB	1076797	700523	139935	131254	555851776	569548800	556064768	569696256	3684053833	2244752310
19	df/552330	1888	blast (1)	COMPLETED	0	2015-05-10 12:07:40.479	6.7s	2.5s	22.0%	173.8 MB	353.1 MB	179.7 MB	353.1 MB	33.5 KB	854 B	34	4	6749	2476	182284288	370212864	188448768	370225152	34291	854
16	2d/a998e0	30508	formatChr (7)	COMPLETED	0	2015-05-10 12:06:56.082	54.3s	7.4s	76.4%	349.9 MB	362.9 MB	350.2 MB	363.3 MB	1 GB	1 GB	133407	266205	54255	7379	366936064	380555264	367206400	380948480	1090298931	1090280035
21	0d/f9ea93	21031	blast (3)	COMPLETED	0	2015-05-10 12:07:50.338	4.2s	2.9s	23.0%	151.1 MB	352.4 MB	154.5 MB	352.4 MB	33.5 KB	854 B	34	4	4198	2895	158404608	369553408	162013184	369565696	34291	854
20	bd/8ade0e	14482	blast (2)	COMPLETED	0	2015-05-10 12:07:47.229	17.9s	5.2s	24.0%	172.5 MB	340.2 MB	178.5 MB	340.3 MB	33.5 KB	854 B	34	4	17861	5240	180862976	356773888	187191296	356786176	34291	854
22	86/dd2905	1656	blast (4)	COMPLETED	0	2015-05-10 12:07:54.537	36.3s	6.9s	24.0%	151.9 MB	352.1 MB	155.3 MB	352.1 MB	193.1 KB	96.7 KB	57	49	36324	6865	159227904	369221632	162873344	369233920	197719	99025
23	9e/db1120	11748	blast (5)	COMPLETED	0	2015-05-10 12:08:05.091	32.1s	11.9s	50.7%	562.8 MB	742.2 MB	563.2 MB	742.2 MB	191.9 KB	854 B	55	4	32099	11865	590086144	778264576	590569472	778276864	196521	854
5	4a/85a4db	3027	formatBlast (5)	COMPLETED	0	2015-05-10 12:07:00.883	1m 42s	46.8s	98.8%	295.6 MB	410.4 MB	527 MB	643.2 MB	1016.3 MB	251.8 MB	32568	2900	102087	46805	309989376	430333952	552550400	674447360	1065640163	264071458
9	3a/012415	26290	formatBlast (9)	COMPLETED	0	2015-05-10 12:06:51.865	1m 58s	50.5s	94.1%	334.5 MB	501.5 MB	539.9 MB	691.9 MB	1.2 GB	295 MB	38311	138	118370	50479	350769152	525869056	566120448	725467136	1253780563	309308009
2	e2/571166	4277	formatBlast (2)	COMPLETED	0	2015-05-10 12:06:37.824	2m 22s	1m 29s	88.1%	526 MB	574.9 MB	816.1 MB	865.1 MB	1.7 GB	430.2 MB	55882	6596	141617	89274	551559168	602836992	855789568	907079680	1829590742	451120302
27	6f/e65c0f	26009	exonerate (3)	COMPLETED	0	2015-05-10 12:08:50.236	1m 18s	3.7s	22.0%	41.5 MB	94.6 MB	41.6 MB	94.6 MB	9.1 MB	82.6 KB	2403	26	77911	3699	43499520	99151872	43593728	99164160	9549159	84605
24	d2/92b38a	13807	blast (6)	COMPLETED	0	2015-05-10 12:08:30.862	1m 39s	23s	22.1%	190.9 MB	789.5 MB	650.6 MB	826.2 MB	191.9 KB	854 B	55	4	98689	23011	200216576	827863040	682209280	866291712	196521	854
28	23/ede327	12100	blast (7)	COMPLETED	0	2015-05-10 12:08:59.442	1m 12s	6.3s	85.5%	191.8 MB	445 MB	455.8 MB	580.9 MB	192.9 KB	394.1 KB	56	79	71817	6268	201125888	466632704	477941760	609083392	197545	403551
31	a7/b806bc	-	normExonerate (1)	COMPLETED	-	2015-05-10 12:10:11.264	18ms	1ms	-	-	-	-	-	-	-	-	-	18	1	-	-	-	-	-	-
