blast	5660	6301.4444444444	3643	3936	9
blast	5679	6864.2222222222	3816	4241.1111111111	9
blast	5734	6491	3625	4002.1111111111	9
blast	5756	6516	3811	3952.7777777778	9
blast	5804	6505.7777777778	3608	4101.6666666667	9
blast	5805	6489.8888888889	3831	3997.1111111111	9
blast	5841	6434.6666666667	4400	4170.4444444444	9
blast	5885	6467.3333333333	3647	4092.4444444444	9
blast	6106	7154.4444444444	3812	4374.6666666667	9
blast	6249	6739.4444444444	3614	4191.5555555556	9
exonerate	41234	122149.08333333	40707.5	119866.33333333	12
exonerate	43138.5	124430.91666667	40857.5	122444.33333333	12
exonerate	43243	123610.75	40943.5	121148.75	12
exonerate	43847	120650.75	41840.5	118125.5	12
exonerate	44218	112832.16666667	40795	110293.41666667	12
exonerate	44988.5	124799.33333333	42159.5	121665.41666667	12
exonerate	45555.5	127432.91666667	44539	125146.83333333	12
exonerate	47371.5	120905.5	43714.5	118159.08333333	12
exonerate	47550.5	121869.91666667	47177.5	119341.5	12
exonerate	52196.5	120041.08333333	47843	116505.75	12
formatBlast	41259	51481.666666667	37180	49224.888888889	9
formatBlast	41501	50359.555555556	38293	48294.888888889	9
formatBlast	41662	50584.111111111	38919	48397.888888889	9
formatBlast	41741	52903.111111111	39345	50063.888888889	9
formatBlast	41751	53131	38983	50730.111111111	9
formatBlast	41778	52462.111111111	39553	49548.777777778	9
formatBlast	41844	52475.555555556	37310	49977.222222222	9
formatBlast	41875	52118.666666667	38487	49141.777777778	9
formatBlast	41907	53684.444444444	41332	50394.111111111	9
formatBlast	42133	54919.444444444	40137	52400.888888889	9
formatChr	102218	154991.77777778	101904	152177.77777778	9
formatChr	102642	152795.22222222	100294	150526.66666667	9
formatChr	102756	154333.22222222	100788	152023.11111111	9
formatChr	103874	152819.33333333	102841	150988.55555556	9
formatChr	104238	157574.55555556	103879	155571.55555556	9
formatChr	108323	161422.33333333	107548	158556.88888889	9
formatChr	112102	157442.77777778	108594	154507.55555556	9
formatChr	112522	155567.33333333	108796	152490.66666667	9
formatChr	97159	153337.22222222	95647	151330.22222222	9
formatChr	97450	151686.44444444	96244	149542.88888889	9
matrix	197	197	168	168	1
matrix	202	202	167	167	1
matrix	205	205	199	199	1
matrix	206	206	154	154	1
matrix	208	208	139	139	1
matrix	209	209	163	163	1
matrix	210	210	117	117	1
matrix	211	211	185	185	1
matrix	213	213	184	184	1
matrix	213	213	186	186	1
normExonerate	3.5	14.25	1	0.83333333333333	12
normExonerate	3.5	4.4166666666667	1	0.83333333333333	12
normExonerate	4	12.083333333333	1	0.58333333333333	12
normExonerate	4	4.75	1	0.83333333333333	12
normExonerate	4	5.3333333333333	1	0.58333333333333	12
normExonerate	4	6.6666666666667	1	0.58333333333333	12
normExonerate	4.5	12.666666666667	1	0.66666666666667	12
normExonerate	5	13	0.5	0.83333333333333	12
normExonerate	5	20.833333333333	0.5	0.5	12
normExonerate	5	4.5	1	0.58333333333333	12
similarity	457.5	2522.4130434783	349	877.89130434783	46
similarity	460.5	2420.1086956522	389.5	877.91304347826	46
similarity	462.5	2631.2173913043	364	881.26086956522	46
similarity	465	2516.3043478261	349.5	878.15217391304	46
similarity	469	2415.8913043478	373.5	883.69565217391	46
similarity	473	2424.7173913043	377	890.67391304348	46
similarity	485	2425.2391304348	383.5	893.26086956522	46
similarity	500	2530.3695652174	368	888.36956521739	46
similarity	513.5	2641.9347826087	375	883.5	46
similarity	5476	3338.152173913	582.5	1027.3913043478	46
