task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	rss	vmem	peak_rss	peak_vmem	rchar	wchar	syscr	syscw	duration	realtime	rss	vmem	peak_rss	peak_vmem	rchar	wchar
2	e9/e84943	8523	fastqToSsake (2)	COMPLETED	0	2015-05-11 12:50:30.842	21.4s	19.6s	122.0%	1.3 GB	27.3 GB	1.3 GB	27.4 GB	229.4 MB	13.3 MB	26514	27465	21414	19647	1383673856	29347868672	1383673856	29413949440	240509968	13954415
6	55/607aa9	8519	fastqToSsake (6)	COMPLETED	0	2015-05-11 12:50:30.843	21.7s	19.3s	105.0%	1.4 GB	27.3 GB	1.4 GB	27.3 GB	252.7 MB	14 MB	29503	28836	21701	19252	1544421376	29347868672	1544421376	29351030784	264990620	14654939
8	37/4e046f	8521	fastqToSsake (8)	COMPLETED	0	2015-05-11 12:50:30.843	21.8s	19.7s	100.0%	1.4 GB	27.3 GB	1.4 GB	27.3 GB	250.1 MB	13.3 MB	29165	27446	21783	19702	1538572288	29347868672	1541795840	29351030784	262221868	13947705
5	be/9ca8af	8517	fastqToSsake (5)	COMPLETED	0	2015-05-11 12:50:30.844	21.8s	20.1s	109.0%	1.5 GB	27.3 GB	1.5 GB	27.4 GB	261.5 MB	14.3 MB	30632	29461	21797	20131	1565392896	29347868672	1565392896	29413961728	274240286	14975839
3	5d/23c95a	8522	fastqToSsake (3)	COMPLETED	0	2015-05-11 12:50:30.841	26.6s	22.8s	101.0%	1.5 GB	27.3 GB	1.5 GB	27.4 GB	263 MB	19.2 MB	30819	39606	26583	22829	1570742272	29347868672	1573978112	29413949440	275780279	20139953
13	f6/c9db9d	8520	interleave (5)	COMPLETED	0	2015-05-11 12:50:30.840	31.7s	29.8s	117.0%	1.1 GB	27.5 GB	1.1 GB	27.5 GB	248 MB	51.7 MB	29001	106830	31707	29814	1216729088	29484191744	1218318336	29484191744	260055081	54165279
15	4f/26274a	8518	interleave (7)	COMPLETED	0	2015-05-11 12:50:30.842	31.7s	27.3s	144.0%	1.1 GB	27.5 GB	1.1 GB	27.5 GB	226.2 MB	50 MB	26212	103334	31714	27274	1172557824	29484191744	1172557824	29484191744	237214681	52383748
9	41/9da097	8514	interleave (1)	COMPLETED	0	2015-05-11 12:50:30.846	32s	27.4s	104.0%	1.1 GB	27.5 GB	1.1 GB	27.5 GB	221.4 MB	49.4 MB	25600	102086	32039	27430	1174458368	29484191744	1174458368	29484191744	232200226	51760427
10	47/5536e0	8515	interleave (2)	COMPLETED	0	2015-05-11 12:50:30.844	32.1s	27.8s	105.0%	1.1 GB	27.5 GB	1.1 GB	27.5 GB	225.7 MB	50.4 MB	26264	104312	32061	27796	1202987008	29484191744	1202987008	29484191744	236706978	52883468
11	52/3cf954	8516	interleave (3)	COMPLETED	0	2015-05-11 12:50:30.845	37.4s	32.5s	108.0%	1.2 GB	27.5 GB	1.2 GB	27.5 GB	261.6 MB	61.4 MB	30853	126892	37376	32502	1295204352	29484191744	1295585280	29551300608	274293580	64342668
17	10/c114fd	12055	reformat (1)	COMPLETED	0	2015-05-11 12:51:02.556	11.1s	10.3s	103.8%	3.3 MB	214.9 MB	3.3 MB	215.1 MB	124.6 MB	122.1 MB	18379	15443	11077	10332	3424256	225390592	3424256	225497088	130643403	128024576
1	45/f21db2	11108	fastqToSsake (1)	COMPLETED	0	2015-05-11 12:50:52.642	21.4s	16.6s	134.0%	1.3 GB	27.3 GB	1.3 GB	27.3 GB	222.9 MB	16.3 MB	25692	33624	21444	16553	1377722368	29347868672	1380204544	29351030784	233779837	17085909
