task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	rss	vmem	peak_rss	peak_vmem	rchar	wchar	syscr	syscw	duration	realtime	rss	vmem	peak_rss	peak_vmem	rchar	wchar
15	bd/07354e	15949	formatChr (6)	COMPLETED	0	2015-05-10 10:50:22.662	1m 7s	45.3s	77.1%	304.4 MB	317.4 MB	304.5 MB	317.6 MB	2.1 GB	1 GB	375076	305172	67372	45282	319148032	332791808	319336448	333074432	2225642828	1081214988
4	2e/afe0c7	15947	formatBlast (4)	COMPLETED	0	2015-05-10 10:50:22.660	1m 21s	52.3s	84.8%	92.8 MB	152.6 MB	110.4 MB	162.2 MB	1.1 GB	269.5 MB	34739	3092	81437	52279	97329152	160051200	115789824	170123264	1136777070	282543726
11	5d/e17668	15948	formatChr (2)	COMPLETED	0	2015-05-10 10:50:22.660	1m 25s	57.4s	76.1%	386.2 MB	399.2 MB	386.6 MB	399.7 MB	3.5 GB	1.7 GB	529163	495009	84666	57390	404951040	418574336	405409792	419119104	3752860286	1830901117
6	27/9277aa	15950	formatBlast (6)	COMPLETED	0	2015-05-10 10:50:22.660	1m 28s	50.1s	94.5%	372.6 MB	478.3 MB	560 MB	665.8 MB	1 GB	255.3 MB	33012	1357	88285	50101	390733824	501501952	587210752	698126336	1080144214	267672991
1	12/9ec798	15945	formatBlast (1)	COMPLETED	0	2015-05-10 10:50:22.672	1m 32s	58.8s	90.5%	28.5 MB	74 MB	34.4 MB	82 MB	1.1 GB	275.7 MB	34515	5318	92446	58837	29904896	77582336	36077568	85983232	1129267854	289125240
2	95/c27f0c	15951	formatBlast (2)	COMPLETED	0	2015-05-10 10:50:22.658	1m 32s	1m 15s	97.2%	526.5 MB	574.9 MB	816.7 MB	865.1 MB	1.7 GB	419.1 MB	54822	6575	92472	74811	552095744	602836992	856326144	907079680	1794935958	439428132
14	54/2f5423	15943	formatChr (5)	COMPLETED	0	2015-05-10 10:50:22.662	2m 36s	2m 12s	31.6%	121.4 MB	134.5 MB	121.7 MB	134.7 MB	2.2 GB	1019.5 MB	751606	376529	155744	131903	127328256	140992512	127590400	141275136	2350342174	1069014646
17	03/b20a33	15944	formatChr (8)	COMPLETED	0	2015-05-10 10:50:22.673	3m 12s	3m 4s	55.1%	562.7 MB	575.8 MB	563.2 MB	576.2 MB	4.4 GB	2.1 GB	1116723	701771	192485	183833	590053376	603746304	590512128	604147712	4770304968	2244790544
5	8a/45291e	24529	formatBlast (5)	COMPLETED	0	2015-05-10 10:51:44.097	1m 51s	48.8s	90.1%	342.2 MB	457 MB	528.4 MB	643.2 MB	1016.3 MB	251.8 MB	32568	2900	111131	48771	358776832	479154176	554033152	674447360	1065640163	264071458
19	bd/3f5766	22575	blast (1)	COMPLETED	0	2015-05-10 10:53:35.229	5.1s	2.5s	23.0%	155.1 MB	352.4 MB	158.6 MB	352.4 MB	33.5 KB	854 B	34	4	5083	2532	162631680	369553408	166354944	369565696	34291	854
18	f5/f7ef42	3346	formatChr (9)	COMPLETED	0	2015-05-10 10:51:50.945	1m 52s	7.3s	85.6%	337.8 MB	350.8 MB	338.2 MB	351.3 MB	1003.8 MB	1003.7 MB	128784	256980	111664	7340	354205696	367824896	354590720	368340992	1052510529	1052494435
