task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	rss	vmem	peak_rss	peak_vmem	rchar	wchar	syscr	syscw	duration	realtime	rss	vmem	peak_rss	peak_vmem	rchar	wchar
15	7f/b3da39	21029	formatChr (6)	COMPLETED	0	2015-05-10 11:05:39.767	31.2s	29.1s	66.0%	45.4 MB	245.7 MB	46.6 MB	246.9 MB	2.1 GB	1 GB	374291	305030	31228	29137	47644672	257585152	48902144	258879488	2225552238	1081210543
11	7a/4c9d9e	21032	formatChr (2)	COMPLETED	0	2015-05-10 11:05:39.764	36.5s	34.1s	96.6%	373.9 MB	574.1 MB	375.9 MB	576.2 MB	2.9 GB	1.7 GB	485050	490407	36462	34090	392024064	601985024	394153984	604151808	3127410435	1830763934
6	aa/004b72	21034	formatBlast (6)	COMPLETED	0	2015-05-10 11:05:39.768	36.5s	35.4s	99.2%	392.4 MB	661 MB	559.7 MB	758.3 MB	946.2 MB	229.7 MB	30319	69	36508	35434	411430912	693071872	586854400	795107328	992180419	240821749
3	00/135999	21036	formatBlast (3)	COMPLETED	0	2015-05-10 11:05:39.765	36.5s	34.5s	96.8%	95 MB	247.2 MB	95 MB	247.2 MB	984.1 MB	239.2 MB	31530	3049	36540	34469	99627008	259162112	99627008	259162112	1031862479	250814975
9	ac/b0a290	21030	formatBlast (9)	COMPLETED	0	2015-05-10 11:05:39.766	41.7s	40.1s	99.5%	349.1 MB	574 MB	554 MB	797.7 MB	1.1 GB	226.4 MB	35518	73	41697	40098	366096384	601931776	580943872	836435968	1162541265	237383810
4	83/64793d	21033	formatBlast (4)	COMPLETED	0	2015-05-10 11:05:39.766	41.7s	37.7s	99.0%	30.8 MB	169.1 MB	34.7 MB	173.1 MB	1 GB	264.3 MB	33315	5179	41741	37748	32256000	177278976	36433920	181456896	1090353361	277149247
18	a1/b0fe04	12890	formatChr (9)	COMPLETED	0	2015-05-10 11:06:11.022	10.8s	6.7s	91.3%	368.8 MB	569 MB	369.3 MB	569.5 MB	1.1 GB	1.1 GB	140705	280778	10756	6747	386707456	596664320	387207168	597172224	1149990290	1149977245
19	2a/0f2441	32098	blast (1)	COMPLETED	0	2015-05-10 11:06:16.306	6.4s	4.4s	53.0%	165.7 MB	553.3 MB	268.8 MB	553.3 MB	188.6 KB	510 B	50	3	6428	4414	173699072	580182016	281907200	580182016	193161	510
14	64/b32ccd	21037	formatChr (5)	COMPLETED	0	2015-05-10 11:05:39.765	1m 13s	1m 12s	92.8%	341.9 MB	542.3 MB	342.1 MB	542.4 MB	2.2 GB	1019.5 MB	747099	375720	72766	72471	358543360	568594432	358674432	568737792	2349389614	1068988712
8	f0/784200	21031	formatBlast (8)	COMPLETED	0	2015-05-10 11:05:39.764	1m 13s	1m 11s	97.9%	57.2 MB	199.3 MB	66.3 MB	208.5 MB	2 GB	507.3 MB	66132	4876	72867	71164	59940864	208990208	69533696	218583040	2165700815	531935207
5	8a/5f4a41	16933	formatBlast (5)	COMPLETED	0	2015-05-10 11:06:21.507	37.7s	34.8s	91.2%	343.6 MB	549.6 MB	528.3 MB	735.8 MB	972.6 MB	219.3 MB	31162	63	37706	34805	360239104	576249856	554000384	771530752	1019803837	229957524
20	3f/108927	17886	blast (2)	COMPLETED	0	2015-05-10 11:06:52.631	6.8s	2.2s	66.5%	235.5 MB	574.6 MB	281.9 MB	574.6 MB	188.6 KB	389 B	50	2	6750	2217	246972416	602472448	295550976	602472448	193161	389
7	21/1ebe96	21201	formatBlast (7)	COMPLETED	0	2015-05-10 11:06:22.741	42s	39.3s	95.0%	89.6 MB	252.9 MB	116.6 MB	280 MB	1 GB	255.6 MB	33162	946	42002	39345	93904896	265232384	122253312	293580800	1085339827	268008241
21	5b/70959c	12259	blast (3)	COMPLETED	0	2015-05-10 11:06:59.214	5.6s	3.1s	44.0%	309.6 MB	527.2 MB	309.6 MB	591.2 MB	30.2 KB	389 B	29	2	5574	3055	324612096	552763392	324612096	619872256	30931	389
22	f6/09151e	13093	blast (4)	COMPLETED	0	2015-05-10 11:06:59.383	5.8s	3s	48.0%	144.9 MB	444.7 MB	280.6 MB	562.6 MB	188.6 KB	389 B	50	2	5759	3036	151982080	466313216	294277120	589979648	193161	389
25	b5/3a080d	5134	blast (5)	COMPLETED	0	2015-05-10 11:07:05.143	5.8s	5.2s	43.0%	194.5 MB	705.4 MB	199.1 MB	705.4 MB	30.2 KB	389 B	29	2	5805	5235	203984896	739680256	208814080	739680256	30931	389
26	9b/bf1c70	29727	blast (6)	COMPLETED	0	2015-05-10 11:07:10.949	5.8s	5.4s	42.0%	148.3 MB	484.2 MB	265.3 MB	546.3 MB	188.6 KB	1.5 KB	50	4	5798	5428	155475968	507727872	278204416	572825600	193161	1563
13	3e/65d275	21035	formatChr (4)	COMPLETED	0	2015-05-10 11:05:39.763	1m 42s	1m 42s	92.3%	320.5 MB	520.7 MB	322.5 MB	522.8 MB	1.4 GB	1.1 GB	947925	440496	102218	101904	336060416	546037760	338210816	548188160	1460183696	1141473916
27	d5/1ed676	20393	blast (7)	COMPLETED	0	2015-05-10 11:07:16.747	5.9s	2.4s	47.0%	186.3 MB	575.2 MB	282.4 MB	575.2 MB	188.6 KB	389 B	50	2	5875	2416	195354624	603090944	296099840	603090944	193161	389
1	33/3b86df	17358	formatBlast (1)	COMPLETED	0	2015-05-10 11:06:52.531	1m 3s	58.2s	97.4%	526.9 MB	667.5 MB	817.1 MB	957.6 MB	1.7 GB	424.2 MB	55588	6578	62928	58157	552517632	699932672	856748032	1004163072	1820195021	444793231
