task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	rss	vmem	peak_rss	peak_vmem	rchar	wchar	syscr	syscw	duration	realtime	rss	vmem	peak_rss	peak_vmem	rchar	wchar
18	25/e03650	1337	formatChr (9)	COMPLETED	0	2015-05-10 10:39:29.915	11s	6.9s	94.3%	378.3 MB	578.6 MB	382.1 MB	582.4 MB	1.1 GB	1.1 GB	144733	288816	11046	6934	396713984	606740480	400637952	610639872	1182915162	1182900893
15	8c/53093c	1336	formatChr (6)	COMPLETED	0	2015-05-10 10:39:29.915	31.5s	27.7s	64.0%	44.4 MB	244.7 MB	46.3 MB	246.6 MB	2.1 GB	1 GB	390421	307927	31473	27738	46555136	256602112	48582656	258625536	2234238225	1081292910
5	df/fb0c53	1333	formatBlast (5)	COMPLETED	0	2015-05-10 10:39:29.917	36.4s	31.9s	98.4%	375.9 MB	596.1 MB	528.3 MB	735.8 MB	1008.9 MB	249.2 MB	32324	2564	36400	31896	394153984	625070080	553914368	771530752	1057880253	261312998
6	78/8113ce	1329	formatBlast (6)	COMPLETED	0	2015-05-10 10:39:29.913	36.6s	35s	97.5%	392.6 MB	661 MB	559.9 MB	758.3 MB	972.5 MB	229.7 MB	31160	69	36551	34997	411664384	693071872	587087872	795107328	1019738307	240821749
2	2a/cc7c0b	1335	formatBlast (3)	COMPLETED	0	2015-05-10 10:39:29.916	41.7s	37.7s	95.7%	30.7 MB	169.1 MB	33.9 MB	172.3 MB	1 GB	263.3 MB	33230	5177	41662	37671	32219136	177278976	35504128	180690944	1087568081	276113834
1	c9/9420e6	1330	formatBlast (1)	COMPLETED	0	2015-05-10 10:39:29.919	56.6s	54s	99.2%	526 MB	667.5 MB	816.2 MB	957.6 MB	1.6 GB	408.1 MB	53278	6560	56592	54031	551587840	699932672	855818240	1004163072	1744500941	427964048
8	51/c30da2	1331	formatBlast (8)	COMPLETED	0	2015-05-10 10:39:29.915	1m 11s	1m 9s	98.7%	55.8 MB	199.3 MB	64.9 MB	208.5 MB	2 GB	507.3 MB	66252	4876	71493	68595	58490880	208990208	68083712	218583040	2169632975	531935207
4	07/631826	13263	formatBlast (4)	COMPLETED	0	2015-05-10 10:40:06.464	36.7s	36.5s	93.0%	77.1 MB	230.3 MB	93.1 MB	246.3 MB	945 MB	227 MB	30280	3046	36667	36534	80842752	241483776	97619968	258260992	990902479	237995011
9	60/64af91	12768	formatBlast (9)	COMPLETED	0	2015-05-10 10:40:06.317	41.9s	40.6s	96.9%	354.6 MB	639.8 MB	553.8 MB	797.7 MB	1.1 GB	226.4 MB	35046	73	41901	40575	371830784	670851072	580739072	836435968	1147074769	237383810
14	2c/51b4ad	14365	formatChr (5)	COMPLETED	0	2015-05-10 10:39:40.972	1m 11s	1m 11s	91.0%	341.5 MB	541.8 MB	341.6 MB	541.9 MB	2.2 GB	1019.4 MB	738464	374172	71346	71091	358105088	568070144	358166528	568213504	2345926143	1068939811
11	88/785f36	30521	formatChr (2)	COMPLETED	0	2015-05-10 10:40:11.578	42.3s	38s	83.5%	377.6 MB	577.8 MB	377.9 MB	578.2 MB	3.1 GB	1.7 GB	505042	493207	42326	38014	395976704	605917184	396251136	606314496	3283935680	1830846334
19	92/c081a1	3215	blast (1)	COMPLETED	0	2015-05-10 10:40:48.218	6.7s	5.6s	38.5%	250.2 MB	550.2 MB	268.5 MB	550.2 MB	189.6 KB	1.5 KB	51	4	6653	5607	262373376	576921600	281575424	576921600	194185	1563
20	5a/7f04e1	22273	blast (2)	COMPLETED	0	2015-05-10 10:40:52.319	6.2s	4.4s	39.0%	154.9 MB	487.5 MB	270.1 MB	550.8 MB	188.6 KB	510 B	50	3	6222	4386	162471936	511135744	283271168	577531904	193161	510
21	6d/9acd6c	29321	blast (3)	COMPLETED	0	2015-05-10 10:40:53.905	6.3s	2.8s	54.0%	177.4 MB	573.6 MB	282.1 MB	573.6 MB	188.6 KB	389 B	50	2	6301	2827	186064896	601464832	295849984	601464832	193161	389
22	85/e91300	30444	blast (4)	COMPLETED	0	2015-05-10 10:40:54.873	6s	3.6s	53.0%	306.3 MB	607.8 MB	308.5 MB	607.8 MB	30.2 KB	389 B	29	2	6011	3614	321216512	637362176	323461120	637362176	30931	389
3	ac/27a8d2	1334	formatBlast (2)	COMPLETED	0	2015-05-10 10:39:29.916	1m 32s	1m 32s	97.6%	97.5 MB	241 MB	105.6 MB	249 MB	2.4 GB	603.6 MB	77268	7326	92496	92363	102281216	252657664	110698496	261074944	2530605289	632921969
23	41/d13dc7	13423	blast (5)	COMPLETED	0	2015-05-10 10:40:58.541	6.7s	5.6s	21.5%	198.9 MB	705.4 MB	202.8 MB	705.4 MB	30.2 KB	389 B	29	2	6665	5575	208588800	739680256	212688896	739680256	30931	389
24	78/6260d9	16145	blast (6)	COMPLETED	0	2015-05-10 10:41:00.208	5.7s	2.8s	42.0%	142.4 MB	445 MB	281.9 MB	563 MB	118.2 KB	389 B	40	2	5686	2826	149270528	466644992	295546880	590311424	121032	389
25	91/ff312b	19105	blast (7)	COMPLETED	0	2015-05-10 10:41:00.885	5.6s	2.9s	41.0%	294.2 MB	473.2 MB	300.3 MB	473.2 MB	30.2 KB	389 B	29	2	5574	2861	308453376	496205824	314871808	496205824	30931	389
17	d3/813842	1332	formatChr (8)	COMPLETED	0	2015-05-10 10:39:29.918	1m 37s	1m 36s	91.3%	651.1 MB	851.4 MB	652.4 MB	852.7 MB	2.6 GB	2.1 GB	1030246	696804	97450	96244	682725376	892776448	684122112	894164992	2822820500	2244641548
28	b7/dfa820	2911	exonerate (3)	COMPLETED	0	2015-05-10 10:41:05.206	15.8s	13.5s	75.3%	381.4 MB	629 MB	381.4 MB	629 MB	315.9 MB	439.6 KB	81345	156	15768	13460	399896576	659529728	399949824	659570688	331205649	450146
7	f0/16d534	30950	formatBlast (7)	COMPLETED	0	2015-05-10 10:40:41.409	41.5s	38.9s	88.4%	89.7 MB	252.9 MB	116.8 MB	280 MB	1 GB	259.1 MB	33575	1269	41495	38919	94105600	265232384	122454016	293580800	1098873011	271648295
16	74/1446a3	1338	formatChr (7)	COMPLETED	0	2015-05-10 10:39:29.914	1m 57s	1m 54s	93.5%	351.3 MB	551.6 MB	351.4 MB	551.6 MB	2.5 GB	1.1 GB	1139255	467798	117400	113963	368328704	578396160	368451584	578396160	2633489475	1144507420
31	8c/ef11a2	27285	exonerate (6)	COMPLETED	0	2015-05-10 10:41:20.975	10.7s	9.8s	68.5%	695.5 MB	919.8 MB	695.5 MB	919.8 MB	248.2 MB	420.6 KB	63801	124	10741	9816	729247744	964509696	729247744	964509696	260252447	430700
32	f1/1d9cec	2677	blast (8)	COMPLETED	0	2015-05-10 10:41:22.905	11.3s	7.6s	86.8%	612.3 MB	882.1 MB	650.4 MB	918.7 MB	188.6 KB	389 B	50	2	11294	7612	642088960	924958720	681992192	963375104	193161	389
35	f7/0e7952	-	normExonerate (1)	COMPLETED	-	2015-05-10 10:41:34.202	11ms	1ms	-	-	-	-	-	-	-	-	-	11	1	-	-	-	-	-	-
34	54/049cc7	24438	exonerate (8)	COMPLETED	0	2015-05-10 10:41:31.716	5.6s	3.6s	18.0%	35.2 MB	256.2 MB	35.2 MB	256.2 MB	13.6 MB	247.6 KB	3664	73	5563	3552	36937728	268636160	36937728	268636160	14298264	253495
37	85/cea98b	-	normExonerate (2)	COMPLETED	-	2015-05-10 10:41:37.279	5ms	1ms	-	-	-	-	-	-	-	-	-	5	1	-	-	-	-	-	-
38	22/0b06d9	-	normExonerate (3)	COMPLETED	-	2015-05-10 10:41:37.294	2ms	0ms	-	-	-	-	-	-	-	-	-	2	0	-	-	-	-	-	-
36	00/f74e78	32331	blast (9)	COMPLETED	0	2015-05-10 10:41:34.213	6.2s	2.4s	47.0%	173.3 MB	445.7 MB	284.3 MB	563.6 MB	188.6 KB	389 B	50	2	6249	2416	181751808	467304448	298147840	590970880	193161	389
