task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	rss	vmem	peak_rss	peak_vmem	rchar	wchar	syscr	syscw	duration	realtime	rss	vmem	peak_rss	peak_vmem	rchar	wchar
4	4a/fd6893	7278	fastqToSsake (4)	COMPLETED	0	2015-05-13 12:38:30.694	18.1s	15.9s	123.0%	1.4 GB	26 GB	1.4 GB	26.1 GB	198.5 MB	16.9 MB	26466	34912	18147	15940	1478594560	27910385664	1478594560	27976441856	208097822	17738048
8	3d/bfdf95	7282	fastqToSsake (8)	COMPLETED	0	2015-05-13 12:38:30.689	29.2s	17s	104.0%	1.3 GB	26 GB	1.3 GB	26 GB	197.5 MB	16.1 MB	26345	33155	29191	16975	1369698304	27910385664	1370722304	27911540736	207104366	16857014
7	c1/8d875d	7286	fastqToSsake (7)	COMPLETED	0	2015-05-13 12:38:30.693	29.2s	17.7s	99.2%	1.4 GB	26 GB	1.4 GB	26.1 GB	219.2 MB	14.8 MB	29117	30521	29201	17679	1530859520	27910385664	1530859520	27976441856	229809722	15512124
2	ec/ee579e	7280	fastqToSsake (2)	COMPLETED	0	2015-05-13 12:38:30.688	29.2s	20.4s	134.0%	1.5 GB	26 GB	1.5 GB	26.1 GB	249.6 MB	15.3 MB	33017	31590	29223	20425	1612079104	27910385664	1612079104	27976441856	261758110	16044098
1	63/e6f0b0	7284	fastqToSsake (1)	COMPLETED	0	2015-05-13 12:38:30.692	29.2s	19.1s	97.9%	1.5 GB	26 GB	1.5 GB	26.1 GB	232.1 MB	16.4 MB	30772	33826	29230	19092	1566437376	27910385664	1566437376	27976441856	243368138	17200418
16	bf/22e72f	7279	interleave (8)	COMPLETED	0	2015-05-13 12:38:30.691	36.7s	26.4s	96.2%	1.1 GB	26.1 GB	1.1 GB	26.2 GB	196.2 MB	50.5 MB	26260	104365	36727	26371	1155514368	28046708736	1155514368	28113842176	205718106	52905776
9	18/7b9fd2	7287	interleave (1)	COMPLETED	0	2015-05-13 12:38:30.693	36.7s	25.6s	94.7%	1.1 GB	26.1 GB	1.1 GB	26.1 GB	181.9 MB	44.6 MB	24434	92160	36740	25574	1145311232	28046708736	1145311232	28047073280	190758563	46728760
10	e8/3e9251	7281	interleave (2)	COMPLETED	0	2015-05-13 12:38:30.695	39.2s	25.4s	93.5%	1.1 GB	26.1 GB	1.1 GB	26.2 GB	189.9 MB	47.3 MB	25450	97793	39218	25437	1184448512	28046708736	1184448512	28113842176	199072835	49579454
12	ff/383aa6	7283	interleave (4)	COMPLETED	0	2015-05-13 12:38:30.693	49.2s	32.2s	138.0%	1.2 GB	26.1 GB	1.2 GB	26.2 GB	247.2 MB	63.9 MB	32791	132227	49216	32209	1291468800	28046708736	1291468800	28113842176	259217854	67052734
13	75/366746	7285	interleave (5)	COMPLETED	0	2015-05-13 12:38:30.689	49.4s	27.8s	96.5%	1.1 GB	26.1 GB	1.1 GB	26.2 GB	221.9 MB	55.9 MB	29553	115600	49407	27839	1210851328	28046708736	1210851328	28113842176	232671194	58609040
